id,display name,username,weight,num_tweets,engagement
1648999932,,JosephJacks_,30.82280173,94,3051435
1056304242812743680,,DreadBong0,20.17304556,34,2825602
3322996666,,DrocksAlex2,19.99997105,71,1678762
11392102,,markjeffrey,16.83417613,57,1496158
504826591,,KeithSingery,12.85203914,51,916967
958118843636854784,,AltcoinDaily,11.78216296,3,2157781
396045469,,BarrySilbert,10.50149159,10,1702701
1786390915,,here4impact,9.904955711,38,745991
215615595,,SiamKidd,9.784259156,35,813271
1849591551699070976,,YumaGroup,8.781736936,23,983223
1639429440680624130,,inference_labs,8.779210973,10,1374082
1447895548363747333,,Phonger24,6.980199098,32,368553
710127308443529216,,TAOTemplar,6.92100368,27,507774
1362626253610770432,,bittingthembits,6.713980024,20,678995
1405656630872662019,,opentensor,6.642750559,14,846023
1355277334534909952,,chain_broker,4.827381998,10,620055
2800345565,,Grayscale,4.548130534,7,657082
1419111693112676353,,getmasafi,4.281516925,13,425592
499255726,,qBitTensor,4.198198931,10,500004
1530428929021988864,,CryptoZPunisher,3.931580081,16,268513
1795904642922016768,,BittensorIntern,3.915497937,19,175135
1648650821385564160,,proofoftalk,3.903904618,12,383645
1408065757741682698,,TAOSynergies,3.901391819,9,473475
1626325301432135684,,const_reborn,3.890989296,10,441387
1772695420109484032,,mentatminds,3.792969421,19,151756
1913484815179153408,,Maximize_AI,3.703192181,13,315245
1726781910389526528,,macrocrux,3.634003523,3,603075
897485079068495873,,mxmsbt,3.525327974,11,341514
1460252469745782790,,Defi0xJeff,3.467888279,6,481070
1708686339455991808,,AutoppiaAI,3.443624501,15,205512
757611408,,MylesMcNulty,3.302876807,13,238863
1624317907810365440,,TheTNetHunter,3.273870443,16,143019
1155762475582787584,,RvCrypto,3.234995526,6,436633
1008649805093064704,,fullsendnorth,3.174659467,10,304708
1178820758786756614,,tseutseutao,3.128131766,12,235624
1299523632868110338,,0xPrismatic,3.090329966,7,378927
2412652615,,coingecko,2.865153193,2,486478
1044164759610957824,,HouseofChimera,2.84935406,5,393154
1274730796390154241,,TalkingTensor,2.830616332,10,239063
47991533,,ExponentialReed,2.822561761,11,207423
76934637,,TaoIsTheKey,2.787987908,12,170723
1796385365978177536,,bittensorai,2.786599053,12,170458
1033343626296942592,,bittensor_alert,2.717756115,15,67013
2260491445,,CoinMarketCap,2.717457563,2,458297
1876342133193682944,,_taofi_,2.64426621,7,293816
1899844700825333760,,Victor_crypto_2,2.599980849,8,255263
1923028364178100224,,dsvfund,2.561864897,10,187784
1358929036479787008,,skol_abides,2.547113165,12,124763
404620139,,oblong_inc,2.529219415,4,362174
1904563934457151488,,yanez__ai,2.490718799,10,174209
1586809145042374657,,Victor_crypto_,2.470472952,10,170346
1451988033826398209,,GidiGambino,2.306246223,2,379836
1898751706433040384,,TaoPortal,2.305663988,8,199106
2590678590,,the_mattyk,2.270319714,9,162259
1516709193742536707,,NATIXNetwork,2.200044897,4,299366
